Sample no,Year,barangay,sex,age,disease,cases
19317,2019,bayog,male,45-49,M79,0
19318,2019,bayog,female,45-49,M79,0
19319,2019,bayog,male,50-54,M79,0
19320,2019,bayog,female,50-54,M79,2
19321,2019,bayog,male,55-59,M79,1
19322,2019,bayog,female,55-59,M79,2
19323,2019,bayog,male,60-64,M79,2
19324,2019,bayog,female,60-64,M79,0
19325,2019,bayog,male,65-69,M79,0
19326,2019,bayog,female,65-69,M79,3
19327,2019,bayog,male,70 Above,M79,0
19328,2019,bayog,female,70 Above,M79,2
19329,2019,bayog,male,under 1,D50,1
19330,2019,bayog,female,under 1,D50,0
19331,2019,bayog,male,1-4,D50,7
19332,2019,bayog,female,1-4,D50,1
19333,2019,bayog,male,5-9,D50,0
19334,2019,bayog,female,5-9,D50,1
19335,2019,bayog,male,10-14,D50,1
19336,2019,bayog,female,10-14,D50,0
19337,2019,bayog,male,15-19,D50,0
19338,2019,bayog,female,15-19,D50,5
19339,2019,bayog,male,20-24,D50,0
19340,2019,bayog,female,20-24,D50,0
19341,2019,bayog,male,25-29,D50,0
19342,2019,bayog,female,25-29,D50,1
19343,2019,bayog,male,30-34,D50,1
19344,2019,bayog,female,30-34,D50,0
19345,2019,bayog,male,35-39,D50,0
19346,2019,bayog,female,35-39,D50,1
19347,2019,bayog,male,40-44,D50,0
19348,2019,bayog,female,40-44,D50,2
19349,2019,bayog,male,45-49,D50,0
19350,2019,bayog,female,45-49,D50,1
19351,2019,bayog,male,50-54,D50,0
19352,2019,bayog,female,50-54,D50,0
19353,2019,bayog,male,55-59,D50,0
19354,2019,bayog,female,55-59,D50,1
19355,2019,bayog,male,60-64,D50,0
19356,2019,bayog,female,60-64,D50,1
19357,2019,bayog,male,65-69,D50,0
19358,2019,bayog,female,65-69,D50,0
19359,2019,bayog,male,70 Above,D50,0
19360,2019,bayog,female,70 Above,D50,0
19361,2019,bayog,male,under 1,N39,0
19362,2019,bayog,female,under 1,N39,0
19363,2019,bayog,male,1-4,N39,3
19364,2019,bayog,female,1-4,N39,2
19365,2019,bayog,male,5-9,N39,2
19366,2019,bayog,female,5-9,N39,0
19367,2019,bayog,male,10-14,N39,2
19368,2019,bayog,female,10-14,N39,2
19369,2019,bayog,male,15-19,N39,0
19370,2019,bayog,female,15-19,N39,3
19371,2019,bayog,male,20-24,N39,0
19372,2019,bayog,female,20-24,N39,1
19373,2019,bayog,male,25-29,N39,0
19374,2019,bayog,female,25-29,N39,6
19375,2019,bayog,male,30-34,N39,0
19376,2019,bayog,female,30-34,N39,0
19377,2019,bayog,male,35-39,N39,0
19378,2019,bayog,female,35-39,N39,1
19379,2019,bayog,male,40-44,N39,0
19380,2019,bayog,female,40-44,N39,0
19381,2019,bayog,male,45-49,N39,0
19382,2019,bayog,female,45-49,N39,1
19383,2019,bayog,male,50-54,N39,0
19384,2019,bayog,female,50-54,N39,0
19385,2019,bayog,male,55-59,N39,0
19386,2019,bayog,female,55-59,N39,1
19387,2019,bayog,male,60-64,N39,0
19388,2019,bayog,female,60-64,N39,0
19389,2019,bayog,male,65-69,N39,0
19390,2019,bayog,female,65-69,N39,0
19391,2019,bayog,male,70 Above,N39,0
19392,2019,bayog,female,70 Above,N39,0
19393,2019,bayog,male,under 1,R10,2
19394,2019,bayog,female,under 1,R10,0
19395,2019,bayog,male,1-4,R10,6
19396,2019,bayog,female,1-4,R10,5
19397,2019,bayog,male,5-9,R10,1
19398,2019,bayog,female,5-9,R10,2
19399,2019,bayog,male,10-14,R10,0
19400,2019,bayog,female,10-14,R10,0
19401,2019,bayog,male,15-19,R10,0
19402,2019,bayog,female,15-19,R10,0
19403,2019,bayog,male,20-24,R10,1
19404,2019,bayog,female,20-24,R10,0
19405,2019,bayog,male,25-29,R10,0
19406,2019,bayog,female,25-29,R10,0
19407,2019,bayog,male,30-34,R10,0
19408,2019,bayog,female,30-34,R10,0
19409,2019,bayog,male,35-39,R10,0
19410,2019,bayog,female,35-39,R10,0
19411,2019,bayog,male,40-44,R10,0
19412,2019,bayog,female,40-44,R10,0
19413,2019,bayog,male,45-49,R10,0
19414,2019,bayog,female,45-49,R10,0
19415,2019,bayog,male,50-54,R10,0
19416,2019,bayog,female,50-54,R10,0
19417,2019,bayog,male,55-59,R10,0
19418,2019,bayog,female,55-59,R10,0
19419,2019,bayog,male,60-64,R10,0
19420,2019,bayog,female,60-64,R10,0
19421,2019,bayog,male,65-69,R10,0
19422,2019,bayog,female,65-69,R10,0
19423,2019,bayog,male,70 Above,R10,0
19424,2019,bayog,female,70 Above,R10,1
19425,2019,bayog,male,under 1,A90,1
19426,2019,bayog,female,under 1,A90,0
19427,2019,bayog,male,1-4,A90,2
19428,2019,bayog,female,1-4,A90,3
19429,2019,bayog,male,5-9,A90,4
19430,2019,bayog,female,5-9,A90,2
19431,2019,bayog,male,10-14,A90,2
19432,2019,bayog,female,10-14,A90,1
19433,2019,bayog,male,15-19,A90,0
19434,2019,bayog,female,15-19,A90,0
19435,2019,bayog,male,20-24,A90,1
19436,2019,bayog,female,20-24,A90,0
19437,2019,bayog,male,25-29,A90,0
19438,2019,bayog,female,25-29,A90,0
19439,2019,bayog,male,30-34,A90,0
19440,2019,bayog,female,30-34,A90,0
19441,2019,bayog,male,35-39,A90,0
19442,2019,bayog,female,35-39,A90,0
19443,2019,bayog,male,40-44,A90,0
19444,2019,bayog,female,40-44,A90,0
19445,2019,bayog,male,45-49,A90,0
19446,2019,bayog,female,45-49,A90,0
19447,2019,bayog,male,50-54,A90,0
19448,2019,bayog,female,50-54,A90,0
19449,2019,bayog,male,55-59,A90,0
19450,2019,bayog,female,55-59,A90,0
19451,2019,bayog,male,60-64,A90,0
19452,2019,bayog,female,60-64,A90,0
19453,2019,bayog,male,65-69,A90,0
19454,2019,bayog,female,65-69,A90,0
19455,2019,bayog,male,70 Above,A90,1
19456,2019,bayog,female,70 Above,A90,0
19457,2019,bayog,male,under 1,H81,0
19458,2019,bayog,female,under 1,H81,0
19459,2019,bayog,male,1-4,H81,0
19460,2019,bayog,female,1-4,H81,0
19461,2019,bayog,male,5-9,H81,0
19462,2019,bayog,female,5-9,H81,0
19463,2019,bayog,male,10-14,H81,0
19464,2019,bayog,female,10-14,H81,1
19465,2019,bayog,male,15-19,H81,0
19466,2019,bayog,female,15-19,H81,1
19467,2019,bayog,male,20-24,H81,1
19468,2019,bayog,female,20-24,H81,2
19469,2019,bayog,male,25-29,H81,0
19470,2019,bayog,female,25-29,H81,1
19471,2019,bayog,male,30-34,H81,1
19472,2019,bayog,female,30-34,H81,0
19473,2019,bayog,male,35-39,H81,2
19474,2019,bayog,female,35-39,H81,1
19475,2019,bayog,male,40-44,H81,0
19476,2019,bayog,female,40-44,H81,2
19477,2019,bayog,male,45-49,H81,0
19478,2019,bayog,female,45-49,H81,2
19479,2019,bayog,male,50-54,H81,0
19480,2019,bayog,female,50-54,H81,0
19481,2019,bayog,male,55-59,H81,0
19482,2019,bayog,female,55-59,H81,0
19483,2019,bayog,male,60-64,H81,0
19484,2019,bayog,female,60-64,H81,3
19485,2019,bayog,male,65-69,H81,0
19486,2019,bayog,female,65-69,H81,0
19487,2019,bayog,male,70 Above,H81,0
19488,2019,bayog,female,70 Above,H81,0
19489,2019,bayog,male,under 1,I10,0
19490,2019,bayog,female,under 1,I10,0
19491,2019,bayog,male,1-4,I10,0
19492,2019,bayog,female,1-4,I10,0
19493,2019,bayog,male,5-9,I10,0
19494,2019,bayog,female,5-9,I10,0
19495,2019,bayog,male,10-14,I10,0
19496,2019,bayog,female,10-14,I10,0
19497,2019,bayog,male,15-19,I10,0
19498,2019,bayog,female,15-19,I10,0
19499,2019,bayog,male,20-24,I10,0
19500,2019,bayog,female,20-24,I10,1
19501,2019,bayog,male,25-29,I10,0
19502,2019,bayog,female,25-29,I10,0
19503,2019,bayog,male,30-34,I10,1
19504,2019,bayog,female,30-34,I10,0
19505,2019,bayog,male,35-39,I10,0
19506,2019,bayog,female,35-39,I10,1
19507,2019,bayog,male,40-44,I10,0
19508,2019,bayog,female,40-44,I10,2
19509,2019,bayog,male,45-49,I10,0
19510,2019,bayog,female,45-49,I10,3
19511,2019,bayog,male,50-54,I10,0
19512,2019,bayog,female,50-54,I10,2
19513,2019,bayog,male,55-59,I10,0
19514,2019,bayog,female,55-59,I10,3
19515,2019,bayog,male,60-64,I10,0
19516,2019,bayog,female,60-64,I10,0
19517,2019,bayog,male,65-69,I10,0
19518,2019,bayog,female,65-69,I10,1
19519,2019,bayog,male,70 Above,I10,1
19520,2019,bayog,female,70 Above,I10,2
19521,2019,bayog,male,under 1,H10,2
19522,2019,bayog,female,under 1,H10,1
19523,2019,bayog,male,1-4,H10,1
19524,2019,bayog,female,1-4,H10,2
19525,2019,bayog,male,5-9,H10,2
19526,2019,bayog,female,5-9,H10,2
19527,2019,bayog,male,10-14,H10,0
19528,2019,bayog,female,10-14,H10,0
19529,2019,bayog,male,15-19,H10,0
19530,2019,bayog,female,15-19,H10,1
19531,2019,bayog,male,20-24,H10,0
19532,2019,bayog,female,20-24,H10,0
19533,2019,bayog,male,25-29,H10,0
19534,2019,bayog,female,25-29,H10,1
19535,2019,bayog,male,30-34,H10,1
19536,2019,bayog,female,30-34,H10,1
19537,2019,bayog,male,35-39,H10,0
19538,2019,bayog,female,35-39,H10,1
19539,2019,bayog,male,40-44,H10,1
19540,2019,bayog,female,40-44,H10,1
19541,2019,bayog,male,45-49,H10,0
19542,2019,bayog,female,45-49,H10,1
19543,2019,bayog,male,50-54,H10,0
19544,2019,bayog,female,50-54,H10,0
19545,2019,bayog,male,55-59,H10,0
19546,2019,bayog,female,55-59,H10,0
19547,2019,bayog,male,60-64,H10,0
19548,2019,bayog,female,60-64,H10,0
19549,2019,bayog,male,65-69,H10,0
19550,2019,bayog,female,65-69,H10,0
19551,2019,bayog,male,70 Above,H10,0
19552,2019,bayog,female,70 Above,H10,1
19553,2019,lalakay,male,under 1,J09,92
19554,2019,lalakay,female,under 1,J09,64
19555,2019,lalakay,male,1-4,J09,139
19556,2019,lalakay,female,1-4,J09,139
19557,2019,lalakay,male,5-9,J09,138
19558,2019,lalakay,female,5-9,J09,116
19559,2019,lalakay,male,10-14,J09,54
19560,2019,lalakay,female,10-14,J09,35
19561,2019,lalakay,male,15-19,J09,19
19562,2019,lalakay,female,15-19,J09,13
19563,2019,lalakay,male,20-24,J09,13
19564,2019,lalakay,female,20-24,J09,15
19565,2019,lalakay,male,25-29,J09,6
19566,2019,lalakay,female,25-29,J09,23
19567,2019,lalakay,male,30-34,J09,12
19568,2019,lalakay,female,30-34,J09,19
19569,2019,lalakay,male,35-39,J09,2
19570,2019,lalakay,female,35-39,J09,22
19571,2019,lalakay,male,40-44,J09,3
19572,2019,lalakay,female,40-44,J09,16
19573,2019,lalakay,male,45-49,J09,5
19574,2019,lalakay,female,45-49,J09,9
19575,2019,lalakay,male,50-54,J09,1
19576,2019,lalakay,female,50-54,J09,15
19577,2019,lalakay,male,55-59,J09,5
19578,2019,lalakay,female,55-59,J09,8
19579,2019,lalakay,male,60-64,J09,3
19580,2019,lalakay,female,60-64,J09,5
19581,2019,lalakay,male,65-69,J09,1
19582,2019,lalakay,female,65-69,J09,8
19583,2019,lalakay,male,70 Above,J09,2
19584,2019,lalakay,female,70 Above,J09,7
19585,2019,lalakay,male,under 1,I10,0
19586,2019,lalakay,female,under 1,I10,0
19587,2019,lalakay,male,1-4,I10,0
19588,2019,lalakay,female,1-4,I10,0
19589,2019,lalakay,male,5-9,I10,0
19590,2019,lalakay,female,5-9,I10,0
19591,2019,lalakay,male,10-14,I10,1
19592,2019,lalakay,female,10-14,I10,0
19593,2019,lalakay,male,15-19,I10,0
19594,2019,lalakay,female,15-19,I10,0
19595,2019,lalakay,male,20-24,I10,1
19596,2019,lalakay,female,20-24,I10,0
19597,2019,lalakay,male,25-29,I10,1
19598,2019,lalakay,female,25-29,I10,2
19599,2019,lalakay,male,30-34,I10,0
19600,2019,lalakay,female,30-34,I10,3
19601,2019,lalakay,male,35-39,I10,1
19602,2019,lalakay,female,35-39,I10,3
19603,2019,lalakay,male,40-44,I10,5
19604,2019,lalakay,female,40-44,I10,4
19605,2019,lalakay,male,45-49,I10,2
19606,2019,lalakay,female,45-49,I10,3
19607,2019,lalakay,male,50-54,I10,5
19608,2019,lalakay,female,50-54,I10,8
19609,2019,lalakay,male,55-59,I10,2
19610,2019,lalakay,female,55-59,I10,2
19611,2019,lalakay,male,60-64,I10,5
19612,2019,lalakay,female,60-64,I10,7
19613,2019,lalakay,male,65-69,I10,1
19614,2019,lalakay,female,65-69,I10,4
19615,2019,lalakay,male,70 Above,I10,8
19616,2019,lalakay,female,70 Above,I10,13
19617,2019,lalakay,male,under 1,B34,3
19618,2019,lalakay,female,under 1,B34,1
19619,2019,lalakay,male,1-4,B34,1
19620,2019,lalakay,female,1-4,B34,5
19621,2019,lalakay,male,5-9,B34,9
19622,2019,lalakay,female,5-9,B34,14
19623,2019,lalakay,male,10-14,B34,6
19624,2019,lalakay,female,10-14,B34,4
19625,2019,lalakay,male,15-19,B34,4
19626,2019,lalakay,female,15-19,B34,2
19627,2019,lalakay,male,20-24,B34,5
19628,2019,lalakay,female,20-24,B34,1
19629,2019,lalakay,male,25-29,B34,2
19630,2019,lalakay,female,25-29,B34,5
19631,2019,lalakay,male,30-34,B34,3
19632,2019,lalakay,female,30-34,B34,2
19633,2019,lalakay,male,35-39,B34,0
19634,2019,lalakay,female,35-39,B34,1
19635,2019,lalakay,male,40-44,B34,2
19636,2019,lalakay,female,40-44,B34,1
19637,2019,lalakay,male,45-49,B34,0
19638,2019,lalakay,female,45-49,B34,1
19639,2019,lalakay,male,50-54,B34,0
19640,2019,lalakay,female,50-54,B34,0
19641,2019,lalakay,male,55-59,B34,0
19642,2019,lalakay,female,55-59,B34,0
19643,2019,lalakay,male,60-64,B34,0
19644,2019,lalakay,female,60-64,B34,0
19645,2019,lalakay,male,65-69,B34,1
19646,2019,lalakay,female,65-69,B34,0
19647,2019,lalakay,male,70 Above,B34,0
19648,2019,lalakay,female,70 Above,B34,0
19649,2019,lalakay,male,under 1,N39,0
19650,2019,lalakay,female,under 1,N39,0
19651,2019,lalakay,male,1-4,N39,2
19652,2019,lalakay,female,1-4,N39,9
19653,2019,lalakay,male,5-9,N39,7
19654,2019,lalakay,female,5-9,N39,5
19655,2019,lalakay,male,10-14,N39,2
19656,2019,lalakay,female,10-14,N39,3
19657,2019,lalakay,male,15-19,N39,1
19658,2019,lalakay,female,15-19,N39,8
19659,2019,lalakay,male,20-24,N39,2
19660,2019,lalakay,female,20-24,N39,6
19661,2019,lalakay,male,25-29,N39,0
19662,2019,lalakay,female,25-29,N39,8
19663,2019,lalakay,male,30-34,N39,2
19664,2019,lalakay,female,30-34,N39,3
19665,2019,lalakay,male,35-39,N39,0
19666,2019,lalakay,female,35-39,N39,7
19667,2019,lalakay,male,40-44,N39,1
19668,2019,lalakay,female,40-44,N39,1
19669,2019,lalakay,male,45-49,N39,2
19670,2019,lalakay,female,45-49,N39,1
19671,2019,lalakay,male,50-54,N39,0
19672,2019,lalakay,female,50-54,N39,2
19673,2019,lalakay,male,55-59,N39,0
19674,2019,lalakay,female,55-59,N39,0
19675,2019,lalakay,male,60-64,N39,0
19676,2019,lalakay,female,60-64,N39,0
19677,2019,lalakay,male,65-69,N39,2
19678,2019,lalakay,female,65-69,N39,1
19679,2019,lalakay,male,70 Above,N39,0
19680,2019,lalakay,female,70 Above,N39,1
19681,2019,lalakay,male,under 1,W54,1
19682,2019,lalakay,female,under 1,W54,0
19683,2019,lalakay,male,1-4,W54,6
19684,2019,lalakay,female,1-4,W54,5
19685,2019,lalakay,male,5-9,W54,4
19686,2019,lalakay,female,5-9,W54,3
19687,2019,lalakay,male,10-14,W54,5
19688,2019,lalakay,female,10-14,W54,2
19689,2019,lalakay,male,15-19,W54,1
19690,2019,lalakay,female,15-19,W54,1
19691,2019,lalakay,male,20-24,W54,4
19692,2019,lalakay,female,20-24,W54,1
19693,2019,lalakay,male,25-29,W54,0
19694,2019,lalakay,female,25-29,W54,1
19695,2019,lalakay,male,30-34,W54,4
19696,2019,lalakay,female,30-34,W54,6
19697,2019,lalakay,male,35-39,W54,1
19698,2019,lalakay,female,35-39,W54,1
19699,2019,lalakay,male,40-44,W54,2
19700,2019,lalakay,female,40-44,W54,3
19701,2019,lalakay,male,45-49,W54,3
19702,2019,lalakay,female,45-49,W54,1
19703,2019,lalakay,male,50-54,W54,1
19704,2019,lalakay,female,50-54,W54,3
19705,2019,lalakay,male,55-59,W54,2
19706,2019,lalakay,female,55-59,W54,3
19707,2019,lalakay,male,60-64,W54,4
19708,2019,lalakay,female,60-64,W54,0
19709,2019,lalakay,male,65-69,W54,0
19710,2019,lalakay,female,65-69,W54,4
19711,2019,lalakay,male,70 Above,W54,0
19712,2019,lalakay,female,70 Above,W54,2
19713,2019,lalakay,male,under 1,T78,12
19714,2019,lalakay,female,under 1,T78,4
19715,2019,lalakay,male,1-4,T78,11
19716,2019,lalakay,female,1-4,T78,11
19717,2019,lalakay,male,5-9,T78,6
19718,2019,lalakay,female,5-9,T78,4
19719,2019,lalakay,male,10-14,T78,3
19720,2019,lalakay,female,10-14,T78,3
19721,2019,lalakay,male,15-19,T78,0
19722,2019,lalakay,female,15-19,T78,1
19723,2019,lalakay,male,20-24,T78,1
19724,2019,lalakay,female,20-24,T78,1
19725,2019,lalakay,male,25-29,T78,1
19726,2019,lalakay,female,25-29,T78,4
19727,2019,lalakay,male,30-34,T78,0
19728,2019,lalakay,female,30-34,T78,2
19729,2019,lalakay,male,35-39,T78,1
19730,2019,lalakay,female,35-39,T78,0
19731,2019,lalakay,male,40-44,T78,0
19732,2019,lalakay,female,40-44,T78,0
19733,2019,lalakay,male,45-49,T78,0
19734,2019,lalakay,female,45-49,T78,1
19735,2019,lalakay,male,50-54,T78,0
19736,2019,lalakay,female,50-54,T78,0
19737,2019,lalakay,male,55-59,T78,0
19738,2019,lalakay,female,55-59,T78,0
19739,2019,lalakay,male,60-64,T78,0
19740,2019,lalakay,female,60-64,T78,0
19741,2019,lalakay,male,65-69,T78,0
19742,2019,lalakay,female,65-69,T78,0
19743,2019,lalakay,male,70 Above,T78,0
19744,2019,lalakay,female,70 Above,T78,1
19745,2019,lalakay,male,under 1,T79,0
19746,2019,lalakay,female,under 1,T79,2
19747,2019,lalakay,male,1-4,T79,12
19748,2019,lalakay,female,1-4,T79,7
19749,2019,lalakay,male,5-9,T79,11
19750,2019,lalakay,female,5-9,T79,3
19751,2019,lalakay,male,10-14,T79,4
19752,2019,lalakay,female,10-14,T79,3
19753,2019,lalakay,male,15-19,T79,0
19754,2019,lalakay,female,15-19,T79,0
19755,2019,lalakay,male,20-24,T79,1
19756,2019,lalakay,female,20-24,T79,1
19757,2019,lalakay,male,25-29,T79,0
19758,2019,lalakay,female,25-29,T79,1
19759,2019,lalakay,male,30-34,T79,2
19760,2019,lalakay,female,30-34,T79,0
19761,2019,lalakay,male,35-39,T79,6
19762,2019,lalakay,female,35-39,T79,0
19763,2019,lalakay,male,40-44,T79,1
19764,2019,lalakay,female,40-44,T79,2
19765,2019,lalakay,male,45-49,T79,1
19766,2019,lalakay,female,45-49,T79,1
19767,2019,lalakay,male,50-54,T79,1
19768,2019,lalakay,female,50-54,T79,1
19769,2019,lalakay,male,55-59,T79,0
19770,2019,lalakay,female,55-59,T79,0
19771,2019,lalakay,male,60-64,T79,0
19772,2019,lalakay,female,60-64,T79,1
19773,2019,lalakay,male,65-69,T79,0
19774,2019,lalakay,female,65-69,T79,0
19775,2019,lalakay,male,70 Above,T79,0
19776,2019,lalakay,female,70 Above,T79,0
19777,2019,lalakay,male,under 1,J45,10
19778,2019,lalakay,female,under 1,J45,0
19779,2019,lalakay,male,1-4,J45,15
19780,2019,lalakay,female,1-4,J45,10
19781,2019,lalakay,male,5-9,J45,4
19782,2019,lalakay,female,5-9,J45,6
19783,2019,lalakay,male,10-14,J45,2
19784,2019,lalakay,female,10-14,J45,2
19785,2019,lalakay,male,15-19,J45,0
19786,2019,lalakay,female,15-19,J45,0
19787,2019,lalakay,male,20-24,J45,0
19788,2019,lalakay,female,20-24,J45,0
19789,2019,lalakay,male,25-29,J45,0
19790,2019,lalakay,female,25-29,J45,3
19791,2019,lalakay,male,30-34,J45,0
19792,2019,lalakay,female,30-34,J45,1
19793,2019,lalakay,male,35-39,J45,0
19794,2019,lalakay,female,35-39,J45,0
19795,2019,lalakay,male,40-44,J45,0
19796,2019,lalakay,female,40-44,J45,0
19797,2019,lalakay,male,45-49,J45,0
19798,2019,lalakay,female,45-49,J45,1
19799,2019,lalakay,male,50-54,J45,0
19800,2019,lalakay,female,50-54,J45,0
19801,2019,lalakay,male,55-59,J45,0
19802,2019,lalakay,female,55-59,J45,2
19803,2019,lalakay,male,60-64,J45,0
19804,2019,lalakay,female,60-64,J45,0
19805,2019,lalakay,male,65-69,J45,0
19806,2019,lalakay,female,65-69,J45,1
19807,2019,lalakay,male,70 Above,J45,0
19808,2019,lalakay,female,70 Above,J45,0
19809,2019,lalakay,male,under 1,W55,0
19810,2019,lalakay,female,under 1,W55,0
19811,2019,lalakay,male,1-4,W55,5
19812,2019,lalakay,female,1-4,W55,1
19813,2019,lalakay,male,5-9,W55,0
19814,2019,lalakay,female,5-9,W55,1
19815,2019,lalakay,male,10-14,W55,2
19816,2019,lalakay,female,10-14,W55,2
19817,2019,lalakay,male,15-19,W55,2
19818,2019,lalakay,female,15-19,W55,1
19819,2019,lalakay,male,20-24,W55,1
19820,2019,lalakay,female,20-24,W55,0
19821,2019,lalakay,male,25-29,W55,0
19822,2019,lalakay,female,25-29,W55,3
19823,2019,lalakay,male,30-34,W55,0
19824,2019,lalakay,female,30-34,W55,1
19825,2019,lalakay,male,35-39,W55,1
19826,2019,lalakay,female,35-39,W55,4
19827,2019,lalakay,male,40-44,W55,1
19828,2019,lalakay,female,40-44,W55,3
19829,2019,lalakay,male,45-49,W55,1
19830,2019,lalakay,female,45-49,W55,1
19831,2019,lalakay,male,50-54,W55,2
19832,2019,lalakay,female,50-54,W55,2
19833,2019,lalakay,male,55-59,W55,1
19834,2019,lalakay,female,55-59,W55,2
19835,2019,lalakay,male,60-64,W55,1
19836,2019,lalakay,female,60-64,W55,1
19837,2019,lalakay,male,65-69,W55,3
19838,2019,lalakay,female,65-69,W55,0
19839,2019,lalakay,male,70 Above,W55,1
19840,2019,lalakay,female,70 Above,W55,0
19841,2019,lalakay,male,under 1,L02,0
19842,2019,lalakay,female,under 1,L02,2
19843,2019,lalakay,male,1-4,L02,3
19844,2019,lalakay,female,1-4,L02,3
19845,2019,lalakay,male,5-9,L02,4
19846,2019,lalakay,female,5-9,L02,2
19847,2019,lalakay,male,10-14,L02,3
19848,2019,lalakay,female,10-14,L02,4
19849,2019,lalakay,male,15-19,L02,0
19850,2019,lalakay,female,15-19,L02,1
19851,2019,lalakay,male,20-24,L02,0
19852,2019,lalakay,female,20-24,L02,4
19853,2019,lalakay,male,25-29,L02,1
19854,2019,lalakay,female,25-29,L02,2
19855,2019,lalakay,male,30-34,L02,2
19856,2019,lalakay,female,30-34,L02,2
19857,2019,lalakay,male,35-39,L02,0
19858,2019,lalakay,female,35-39,L02,1
19859,2019,lalakay,male,40-44,L02,0
19860,2019,lalakay,female,40-44,L02,1
19861,2019,lalakay,male,45-49,L02,0
19862,2019,lalakay,female,45-49,L02,0
19863,2019,lalakay,male,50-54,L02,0
19864,2019,lalakay,female,50-54,L02,1
19865,2019,lalakay,male,55-59,L02,0
19866,2019,lalakay,female,55-59,L02,3
19867,2019,lalakay,male,60-64,L02,1
19868,2019,lalakay,female,60-64,L02,0
19869,2019,lalakay,male,65-69,L02,1
19870,2019,lalakay,female,65-69,L02,0
19871,2019,lalakay,male,70 Above,L02,0
19872,2019,lalakay,female,70 Above,L02,0
19873,2019,lalakay,male,under 1,A09,4
19874,2019,lalakay,female,under 1,A09,1
19875,2019,lalakay,male,1-4,A09,7
19876,2019,lalakay,female,1-4,A09,9
19877,2019,lalakay,male,5-9,A09,2
19878,2019,lalakay,female,5-9,A09,1
19879,2019,lalakay,male,10-14,A09,3
19880,2019,lalakay,female,10-14,A09,1
19881,2019,lalakay,male,15-19,A09,0
19882,2019,lalakay,female,15-19,A09,1
19883,2019,lalakay,male,20-24,A09,0
19884,2019,lalakay,female,20-24,A09,1
19885,2019,lalakay,male,25-29,A09,0
19886,2019,lalakay,female,25-29,A09,0
19887,2019,lalakay,male,30-34,A09,2
19888,2019,lalakay,female,30-34,A09,0
19889,2019,lalakay,male,35-39,A09,1
19890,2019,lalakay,female,35-39,A09,0
19891,2019,lalakay,male,40-44,A09,0
19892,2019,lalakay,female,40-44,A09,0
19893,2019,lalakay,male,45-49,A09,0
19894,2019,lalakay,female,45-49,A09,0
19895,2019,lalakay,male,50-54,A09,0
19896,2019,lalakay,female,50-54,A09,0
19897,2019,lalakay,male,55-59,A09,0
19898,2019,lalakay,female,55-59,A09,0
19899,2019,lalakay,male,60-64,A09,0
19900,2019,lalakay,female,60-64,A09,0
19901,2019,lalakay,male,65-69,A09,1
19902,2019,lalakay,female,65-69,A09,0
19903,2019,lalakay,male,70 Above,A09,0
19904,2019,lalakay,female,70 Above,A09,0
19905,2019,lalakay,male,under 1,T01,0
19906,2019,lalakay,female,under 1,T01,1
19907,2019,lalakay,male,1-4,T01,2
19908,2019,lalakay,female,1-4,T01,2
19909,2019,lalakay,male,5-9,T01,3
19910,2019,lalakay,female,5-9,T01,1
19911,2019,lalakay,male,10-14,T01,2
19912,2019,lalakay,female,10-14,T01,0
19913,2019,lalakay,male,15-19,T01,1
19914,2019,lalakay,female,15-19,T01,1
19915,2019,lalakay,male,20-24,T01,0
19916,2019,lalakay,female,20-24,T01,0
19917,2019,lalakay,male,25-29,T01,1
19918,2019,lalakay,female,25-29,T01,2
19919,2019,lalakay,male,30-34,T01,0
19920,2019,lalakay,female,30-34,T01,0
19921,2019,lalakay,male,35-39,T01,2
19922,2019,lalakay,female,35-39,T01,2
19923,2019,lalakay,male,40-44,T01,0
19924,2019,lalakay,female,40-44,T01,0
19925,2019,lalakay,male,45-49,T01,0
19926,2019,lalakay,female,45-49,T01,0
19927,2019,lalakay,male,50-54,T01,0
19928,2019,lalakay,female,50-54,T01,0
19929,2019,lalakay,male,55-59,T01,2
19930,2019,lalakay,female,55-59,T01,0
19931,2019,lalakay,male,60-64,T01,0
19932,2019,lalakay,female,60-64,T01,1
19933,2019,lalakay,male,65-69,T01,0
19934,2019,lalakay,female,65-69,T01,0
19935,2019,lalakay,male,70 Above,T01,0
19936,2019,lalakay,female,70 Above,T01,0
19937,2019,lalakay,male,under 1,A90,0
19938,2019,lalakay,female,under 1,A90,1
19939,2019,lalakay,male,1-4,A90,1
19940,2019,lalakay,female,1-4,A90,3
19941,2019,lalakay,male,5-9,A90,4
19942,2019,lalakay,female,5-9,A90,1
19943,2019,lalakay,male,10-14,A90,4
19944,2019,lalakay,female,10-14,A90,1
19945,2019,lalakay,male,15-19,A90,1
19946,2019,lalakay,female,15-19,A90,2
19947,2019,lalakay,male,20-24,A90,0
19948,2019,lalakay,female,20-24,A90,0
19949,2019,lalakay,male,25-29,A90,0
19950,2019,lalakay,female,25-29,A90,0
19951,2019,lalakay,male,30-34,A90,0
19952,2019,lalakay,female,30-34,A90,0
19953,2019,lalakay,male,35-39,A90,0
19954,2019,lalakay,female,35-39,A90,0
19955,2019,lalakay,male,40-44,A90,0
19956,2019,lalakay,female,40-44,A90,0
19957,2019,lalakay,male,45-49,A90,1
19958,2019,lalakay,female,45-49,A90,0
19959,2019,lalakay,male,50-54,A90,0
19960,2019,lalakay,female,50-54,A90,0
